txn_datetime,txn_month,txn_year,user_id,win_amount,win_count,deposit_amount,deposit_count,total_unique_players,table_count,game_played_count,wager_amount,wager_rejoin_amount,partner_wager_amount,partner_rake_amount,partner_won_amount,other_cost,rake_amount,rejoin_rake_amount,cash_as_bonus,bonus_as_bonus,rc_cash_as_bonus,rc_bonus_as_bonus,withdrawal_amount,withdrawal_count,cg_wager_amount,cg_wager_count,cg_wager_refund,cg_wager_refund_count,cg_winning_amount,cg_won_count,cg_bonus_amount,cg_bonus_count,Platform_fee,Platform_fee_count,first_time_depositdate,DEPOSIT_TYPE,mg_wager_amount,mg_wager_count,mg_wager_refund,mg_wager_refund_count,mg_winning_amount,mg_won_count,mg_platform_fee,Withdrawal_Balance,ante_wgr_amount,ante_wgr_count,call_wgr_amount,call_wgr_count,ante_wgr_refund_amount,ante_wgr_refund_count,call_wgr_refund_amount,call_wgr_refund_count,ante_win_amount,ante_won_count,call_win_amount,call_won_count,casino_holdem_platform_fee,casino_holdem_platform_count,one_day_teen_patti_wgr_amount,one_day_teen_patti_wgr_count,one_day_teen_patti_wgr_refund_amount,one_day_teen_patti_wgr_refund_count,one_day_teen_patti_won_amount,one_day_teen_patti_won_count,one_day_teen_patti_platform_fee,one_day_teen_patti_platform_count,session_count,session_time_in_minutes
8/26/2024,11,2024,1E+11,616,11,857,5,4,11,3995,724,744,3539,3423,3784,4488,4094,3734,833,4347,2573,3732,2416,3279,534,2750,285,3185,1943,793,993,863,1312,3253,3358,631,3180,3758,1881,113,1130,3084,919,4313,1696,3477,2821,4605,2470,2282,2559,4444,3184,585,3157,634,3058,3970,4186,3524,2487,4342,4602,14,3268,3159,11,99
11/17/2024,2,2024,1E+11,234,28,679,10,3,7,70,2192,2746,3303,1887,1347,4019,652,4734,983,82,2646,3865,3625,1689,4573,3670,1471,4934,2270,2921,2368,3547,109,573,4132,1727,152,4475,145,1302,2909,2644,4203,367,2403,450,3640,2230,197,2734,4718,2391,3574,2521,1644,4464,3548,107,979,2192,4730,4894,3827,2510,1263,2452,18,104
2/6/2024,12,2024,1E+11,671,27,4204,14,1,4,2372,3847,2421,420,3231,4326,4585,4377,4747,688,4324,229,4983,1562,4216,695,4997,3961,178,3501,2545,2654,2428,2999,2621,4788,1736,436,331,4819,2515,3677,3507,4483,4568,2960,2629,319,4692,2464,1749,4575,3929,675,934,2409,1983,3920,3969,2130,900,1622,348,1717,856,4825,1743,12,40
5/11/2024,8,2024,1E+11,38,33,1069,18,4,10,206,4155,2355,104,2550,2941,4185,657,3984,4226,47,253,3169,683,2375,3362,1834,2706,4953,358,387,3518,1258,310,3906,4402,1903,1347,4935,747,3875,2009,3287,1212,2902,2454,594,4589,3510,2076,1454,4056,813,4909,2249,2313,3895,2932,3034,326,2474,997,2710,3039,3293,4202,3899,2,136
10/26/2024,6,2024,1E+11,932,22,3631,11,2,13,1754,157,4009,2302,2336,3071,3337,3925,725,4766,4324,1922,441,1680,2634,1812,4675,894,2859,4400,4981,222,1655,1886,4122,1910,16,1716,3665,4228,2776,1543,3660,3401,3884,1486,2779,2147,1048,2533,2548,3181,1633,1145,1065,2969,2151,1415,542,946,4697,3586,635,3101,4283,48,4422,6,82
5/15/2024,6,2024,1E+11,471,9,2824,7,1,9,348,4435,4134,120,3491,4806,3972,3351,2491,4601,4869,2986,4633,2559,3560,339,3538,4354,284,3614,245,4536,4163,1789,1031,1912,411,870,4256,4119,1868,3647,2551,3831,71,4730,2427,2085,2327,4772,1755,2016,2277,654,2889,1781,3031,4296,2373,1011,3260,618,893,146,52,2439,2147,2,28
5/1/2024,6,2024,1E+11,984,34,232,1,3,5,3794,3839,3416,4638,4347,374,4046,3509,3724,4182,4677,2799,1943,114,4968,2708,2039,1243,1340,4808,2922,978,2814,2702,1684,3899,304,3703,1892,1963,3183,936,4178,119,1256,1314,3073,882,1344,4393,1472,1028,827,4583,1532,778,4318,1230,1123,4606,3369,1490,366,3357,3843,3573,427,10,140
10/21/2024,5,2024,1E+11,395,35,2856,11,3,12,3994,4709,416,4102,4347,4708,3893,4932,1735,2813,575,3092,3810,3260,2529,1683,3788,163,4268,1503,3295,663,45,2565,468,4059,1761,4442,1243,2606,1390,2328,944,333,1941,504,2390,3612,4718,4292,2668,2286,3403,2498,1575,2188,210,3521,3481,4793,3824,43,3956,3014,3602,3738,2293,2,121
11/9/2024,5,2024,1E+11,625,38,3409,15,4,2,3704,3846,2636,3735,2439,2323,2968,2771,2000,2502,2810,4775,638,3055,4431,4876,1612,1869,3920,719,3351,3618,2539,4336,317,280,3956,4866,2609,984,2749,612,3276,559,4069,2140,2331,506,3220,1740,3455,2221,2201,1530,16,4912,3177,1725,2908,4352,537,3394,132,2307,2127,4800,2779,6,90
2/15/2024,9,2024,1E+11,992,38,2502,16,1,6,3176,3875,2087,2643,225,2224,2881,764,2920,171,3510,2884,684,4979,1417,3084,2672,4798,1790,1484,1820,327,4871,4057,4678,4494,378,3270,4939,97,4325,1098,582,3950,1579,2430,3458,1207,1324,2916,3036,3849,2322,4313,4683,2102,4772,4934,3861,1424,2323,2045,3586,1579,3953,3331,1275,13,12
7/20/2024,4,2024,1E+11,298,25,2258,0,1,14,4876,3936,1795,201,3794,2208,885,4615,1348,1547,4821,3138,2095,271,2881,1932,1956,3845,782,2625,1089,4584,2888,198,540,2969,533,4942,3986,2071,1099,1059,398,4155,4060,4222,4173,3868,855,3322,4554,3001,2347,1358,297,2832,13,1341,3756,3561,3255,4185,4994,3523,1406,4369,2722,12,142
6/29/2024,6,2024,1E+11,214,16,1417,6,4,12,4559,859,2598,2863,4517,340,4875,3073,3402,1619,4981,4379,2884,763,3728,1446,847,4677,4873,4134,1465,163,4855,2924,992,2141,875,338,3574,1275,1373,721,3910,4425,294,2089,4644,3478,273,1636,4339,2497,2614,1351,3214,640,4506,2026,471,4025,4594,2017,3098,2877,2041,571,4574,12,39
3/30/2024,2,2024,1E+11,91,14,821,19,1,1,1533,2058,1124,2537,2871,3957,123,3647,4307,2282,3568,4615,1625,3751,1965,1967,4258,4763,4266,314,2909,4438,2755,980,1274,2488,547,1771,1545,561,1277,839,4420,3074,1180,1695,922,142,4723,4086,657,1452,4607,3821,3677,1533,1761,284,1022,2769,16,1413,3766,4661,570,4440,4686,15,106
11/23/2024,2,2024,1E+11,155,43,3804,16,4,2,3216,1330,4772,194,4317,1722,2274,3826,3482,4769,2329,3969,746,1607,1473,3837,401,3794,823,160,1376,4439,52,1300,4537,1768,1778,1915,3367,1560,4704,3302,2157,3530,2277,1665,3698,4813,1246,4542,2780,3150,4497,4854,3973,789,3447,4054,1051,1112,1127,1418,4986,2216,2379,57,424,11,130
12/24/2024,10,2024,1E+11,131,34,774,11,2,6,4298,3661,1419,4476,1242,4187,2408,4791,3015,426,3994,2093,3627,522,3485,2308,4964,4612,3692,4387,3468,735,2751,2106,2077,2275,2847,889,669,1158,4091,3060,1289,2974,1300,2216,3101,4786,2406,4006,1652,500,579,1372,1464,645,4753,2596,2547,1725,2338,4016,2911,371,1728,2544,1308,11,189
3/8/2024,12,2024,1E+11,120,18,3923,17,1,11,4971,2979,4270,814,3864,2184,2947,3978,4477,3585,3299,1747,2222,2229,922,2401,4819,1379,4247,3055,2254,3519,197,2968,2278,3100,2028,562,4036,840,3513,4171,4026,3651,595,186,482,3258,3388,1792,2354,88,2284,1169,3059,319,935,44,3833,3507,1867,1948,2429,263,2242,197,506,18,127
8/9/2024,12,2024,1E+11,837,14,4351,12,2,13,2005,1725,993,4249,3179,3673,661,299,508,381,3920,964,105,3068,560,4658,2444,1692,2846,264,3362,3200,2902,4741,4188,343,3121,4668,513,3709,2244,1336,1818,840,2620,240,2907,4206,1976,1275,4708,815,1668,1659,3226,2286,2537,4470,3795,3906,4731,1823,4160,4186,522,1950,2068,17,71
1/20/2024,2,2024,1E+11,597,47,3921,13,4,4,4668,834,3421,389,1992,1242,3538,1928,868,3495,3446,454,15,914,107,589,4107,2767,3382,1304,318,1696,3679,238,4991,4043,1712,1321,2463,3655,4074,407,1361,4915,3380,4397,197,1289,4354,4422,3738,908,1904,1262,4982,4268,1875,3645,1465,158,3285,1085,4961,310,3974,14,2839,7,15
11/9/2024,5,2024,1E+11,941,37,2336,14,1,9,3048,2469,1538,2455,1547,4992,4139,3158,1651,451,545,13,261,749,1065,4895,269,468,4534,3932,4869,797,1611,4947,1972,2013,1525,2402,2947,2766,101,2838,2917,2866,4207,3681,1846,4463,4399,951,2301,586,767,3084,2626,498,530,2027,2575,2715,1841,17,822,4586,1564,4644,1057,12,114
6/13/2024,3,2024,1E+11,12,45,4886,2,3,14,51,3253,2525,1032,1217,2308,2821,4138,4444,2025,4622,100,1850,2920,1202,4392,2569,1933,2013,2881,4144,1873,3359,2648,1316,1422,2854,2119,2075,1408,1267,766,1574,207,2758,4448,1298,3495,413,168,1803,873,4180,4611,813,2786,236,4639,3094,1976,80,390,1805,2178,4646,2560,236,4,10
1/5/2024,6,2024,1E+11,758,29,3160,0,4,13,2403,3846,4600,532,225,2898,1321,2142,4734,153,1124,1963,3603,604,4213,811,1430,2940,4177,414,1840,230,2477,486,1425,2290,4801,630,4307,717,4411,4965,120,51,3646,1736,2698,3033,1143,4856,1630,3036,3379,1201,2907,3999,1281,274,565,3869,159,486,3192,4597,3086,3480,4268,7,69
4/15/2024,1,2024,1E+11,760,10,3419,8,3,3,2137,3431,2621,1961,938,2621,2098,3467,4166,3946,3849,2482,3570,1605,916,2369,722,4327,25,4615,4434,836,2195,2821,4662,1819,3238,3826,1657,3540,4773,2172,2184,981,3459,2476,2862,3402,2954,3007,3610,4211,1806,3668,1871,2790,2721,4684,543,4303,2736,1985,3790,4905,3987,4186,1096,15,31
8/6/2024,11,2024,1E+11,86,45,2435,4,1,12,430,1348,631,4141,3434,2474,1302,3857,2642,3626,202,1352,831,2751,799,4263,3252,3081,2635,679,1693,4693,1953,1699,2108,4201,4996,3205,338,69,4743,4215,1311,1851,4350,2358,2961,2147,2972,4377,3716,4945,4625,4010,3779,4457,4939,1111,4269,3167,4001,2201,3402,4047,4958,4151,2674,17,119
5/21/2024,2,2024,1E+11,387,10,3072,4,2,8,464,3387,2692,658,572,3827,1730,80,4605,4371,3036,1491,3863,260,1571,1137,3150,2916,10,2908,1670,1584,656,4660,4685,4523,126,3706,742,3230,3277,1700,1203,4596,2506,2685,91,2157,889,2934,920,3653,1226,4772,1139,3695,4606,2438,1082,3337,4151,1745,808,3328,2182,1407,1510,13,103
12/9/2024,4,2024,1E+11,613,0,1399,2,2,3,4922,705,1890,4877,1532,4277,3935,1171,4259,3498,4571,2268,3492,1689,1676,2487,4012,713,4298,4209,2808,2155,203,2445,2988,29,3920,4865,2729,3735,3241,4123,73,2582,1490,1019,4651,4499,995,360,3702,2582,4346,673,1120,719,3014,180,1637,4938,2866,2544,2798,4340,4537,1789,4050,18,139
7/1/2024,9,2024,1E+11,132,31,3443,4,2,7,4124,87,2181,3605,4040,956,2390,1094,4924,4663,859,3283,1919,12,1923,1771,4080,2282,1885,2955,2334,1129,4621,173,2239,869,1580,1847,1403,3208,4695,2148,4031,958,4862,4126,1212,186,1350,4901,873,391,4432,1385,1791,4246,3261,3023,4700,363,4472,3919,4810,2841,2124,3546,4892,15,83
7/11/2024,6,2024,1E+11,294,29,1460,12,1,13,3016,2440,3905,2634,797,2451,4024,2414,518,3973,1817,1803,4956,1860,3710,2198,3209,1486,457,4131,2299,4937,2630,2387,1327,3054,1962,832,2747,3400,3924,1396,3550,3954,381,2197,3166,655,3208,920,4286,2883,538,421,4238,3572,4784,3255,1370,2682,350,1252,4627,4194,473,2784,2833,1,34
1/10/2024,12,2024,1E+11,342,34,2210,12,1,8,2333,1219,4996,1551,1276,1176,4174,3990,3464,2735,819,3413,290,3252,4656,2705,353,3058,4739,3216,1746,3566,4512,1104,3287,603,3702,2842,2450,631,3011,212,3370,4521,2923,1548,3010,377,940,4599,4639,1165,1384,1686,1698,4095,293,2380,3728,3777,4242,4658,2158,1395,3134,2743,760,10,105
7/17/2024,6,2024,1E+11,32,38,3095,11,2,10,4259,2919,2580,374,220,2322,1252,1498,1543,533,184,1231,4388,2158,108,210,1496,685,3919,3934,1739,1557,2443,4157,4440,1544,4627,2136,3118,2891,2010,1477,4641,4750,4848,87,4328,128,3079,3565,752,2839,1733,2571,1133,54,2208,1910,883,4522,2634,793,4372,2809,3841,4109,148,14,192
9/22/2024,4,2024,1E+11,752,27,1672,12,4,6,418,249,4049,4119,763,111,1900,3933,2048,3185,1822,3745,2915,1725,4704,2860,4054,3980,2207,1997,3437,911,217,1531,4465,715,4212,1202,454,2572,4056,1434,3499,256,4677,4210,211,3282,3098,3995,2431,3318,3267,4992,67,2362,1875,1304,4487,2986,2711,3039,3165,4953,2812,1989,2769,12,20
6/17/2024,12,2024,1E+11,333,23,3799,19,2,8,4240,2163,351,1113,2350,4126,2112,749,1695,4742,2586,1342,3099,835,3868,2851,2730,2022,4520,4156,2490,4742,824,3272,4278,1940,4092,1688,4864,1995,451,4689,723,1269,844,3127,977,1014,2607,942,2157,4391,2784,2093,749,177,3925,2464,2246,447,864,981,3161,3510,3624,1860,2425,3,73
10/30/2024,7,2024,1E+11,619,10,3033,12,3,7,1124,2064,4396,73,4943,66,2376,467,4301,1347,1063,3291,4159,1681,4392,3002,1130,2300,492,1676,4170,2012,1643,4797,523,3426,4778,3300,4276,1325,3505,3049,2286,375,2725,258,1508,568,2742,2375,2025,738,4545,2206,4432,1927,3900,1651,3269,2985,964,4209,4269,2727,992,4247,3529,1,64
12/28/2024,1,2024,1E+11,737,35,133,5,3,14,3233,544,4216,202,1896,1181,1678,1954,1341,4040,3016,325,3548,3614,4096,3474,2074,4151,3394,4268,2248,1048,2477,2292,4912,3776,2220,3439,3806,4471,4609,628,2402,1652,9,2601,4720,4457,2714,2726,555,4676,375,1086,1495,3002,4799,1572,506,929,985,2278,4281,2555,1810,84,2829,7,130
9/23/2024,11,2024,1E+11,820,22,4552,2,3,11,3562,453,2533,2756,3938,2091,1104,1530,2194,4166,2004,767,3975,593,1027,746,2912,2990,2626,673,734,3291,4182,2801,2815,703,1838,1732,4889,3425,1501,422,3247,4658,2585,2515,1341,3402,1299,2444,2185,468,2112,2072,3168,3393,2180,4314,1316,4812,3826,4019,1802,3040,2562,1490,2128,17,129
12/19/2024,5,2024,1E+11,115,8,2956,9,4,3,1363,1818,1411,1337,4973,3145,2147,1291,1403,1907,257,1011,647,4978,2894,2616,1260,1432,2885,3240,4298,321,131,4123,2162,2764,2243,4862,2111,1937,242,2334,772,3222,3272,2793,1579,2271,2085,1208,20,3287,1991,1365,1273,4538,4317,2045,4714,3276,686,538,67,2063,2892,711,3226,8,199
6/25/2024,1,2024,1E+11,868,41,2277,7,2,12,2853,858,891,4019,1226,2817,441,2903,1778,320,871,4938,1661,2703,127,1845,21,1529,1829,941,3395,4092,2016,1612,499,3586,2389,2819,673,3316,3767,4169,225,226,4533,3195,4548,2193,2874,2147,1353,297,3347,3876,70,4433,4533,39,4154,3340,1714,4053,1534,2023,1651,4209,2181,11,104
4/14/2024,10,2024,1E+11,923,34,157,12,2,6,858,944,4410,1604,732,1311,1410,1195,2177,4405,2072,1248,2890,3386,148,4997,4037,2354,3148,3100,590,300,1094,3628,2046,2130,4338,3545,2580,3470,2622,372,4445,2383,4074,1615,1688,3217,611,2735,3076,977,2401,237,2116,180,784,1800,4741,1349,1279,1754,3347,1966,1926,680,3886,12,49
7/6/2024,5,2024,1E+11,848,1,3721,19,2,14,3597,3492,4723,2486,1792,1633,426,101,3327,182,2190,2595,501,2454,425,4714,266,1413,2567,1971,721,2713,1245,3829,3526,1238,1991,4689,1891,2716,3455,2927,3508,4180,1813,1279,4763,3692,305,21,707,4419,84,1918,4791,1233,967,3407,3874,3876,2987,458,3269,1854,4045,1137,1373,14,125
2/13/2024,1,2024,1E+11,308,33,927,14,4,12,1049,3493,270,331,4006,99,4956,2188,3364,3653,2735,2777,2561,1982,3980,518,1097,4383,1589,4228,2145,2476,1219,2396,4456,4906,3717,4142,2678,4561,1390,3855,1747,719,1602,4816,1486,3280,1862,1196,652,3458,1424,1452,1522,1918,2248,4926,4184,3758,1695,1965,662,3739,1610,4293,4163,8,127
1/29/2024,10,2024,1E+11,884,10,2707,8,4,2,2960,4245,3553,2701,2046,199,3266,2455,1382,688,4163,1081,4120,840,1685,1384,1536,2737,2088,3919,228,2771,3441,4207,1319,660,1898,1176,4527,4422,763,637,1421,852,4547,2194,1307,2247,4499,4923,120,3214,1507,3386,2003,419,2505,1594,2892,1785,2149,1457,1301,3084,993,898,690,18,12
5/29/2024,9,2024,1E+11,455,1,2305,13,2,2,2945,117,4730,2854,3527,2023,2902,4502,1978,4333,708,2724,349,1808,208,820,2215,3967,4323,3221,2774,4724,814,1035,2843,4488,2810,3226,2507,3924,4554,1045,4329,1035,1727,2246,3743,2459,1854,4634,645,3916,2237,2617,4590,1073,768,2247,3898,1997,2762,243,3403,2265,3651,2965,439,13,64
6/5/2024,10,2024,1E+11,199,6,2084,3,4,6,3857,1148,3022,4381,1954,1946,4290,4797,916,4923,3392,4025,3216,973,801,962,1314,3286,1064,4792,4007,4486,4277,359,224,4653,1011,2182,2436,4433,1990,138,829,1171,1473,3351,2184,1657,258,121,3374,1667,3758,832,1638,476,2615,3287,4026,2309,1224,744,519,2409,1952,4862,2080,4,127
5/14/2024,3,2024,1E+11,898,41,1421,18,1,4,3589,2282,4949,1761,233,2181,1733,1612,4872,476,4804,1315,3728,3579,4292,457,4928,2118,3640,771,3918,4289,2132,4492,3858,4189,2386,1964,4190,1075,738,265,4208,3436,4751,3485,3405,4641,1636,2459,939,621,597,2526,3148,3470,1820,4068,3936,1327,1899,3077,2254,2746,2337,2963,4131,11,65
9/1/2024,5,2024,1E+11,491,10,3637,6,3,10,3945,884,3127,4543,4349,3172,1413,3246,157,3973,4447,894,2580,3398,4288,3514,1839,4446,3282,2076,685,1548,4865,987,131,2902,3845,66,3746,1265,1249,2184,2353,4914,2963,4060,1016,1453,2556,2866,2467,1064,992,3882,3435,162,1334,240,1431,2290,414,365,2194,4283,4597,2587,1841,9,157
6/22/2024,12,2024,1E+11,378,37,565,9,1,4,3193,2717,1955,4484,1039,1008,154,2418,293,3779,1455,1593,3037,4168,809,3791,3262,1786,4926,3356,2261,1480,4153,1704,2619,1677,2059,662,4717,2328,4945,2365,3563,3297,3126,1892,2674,2913,3207,3308,2197,4292,3157,1349,2603,4673,4418,3141,845,4839,4845,4075,3163,2657,2024,682,3379,17,92
1/30/2024,10,2024,1E+11,480,44,4106,4,4,2,3297,373,923,4797,1839,506,1019,1765,4241,2730,672,4961,2084,205,2406,4589,756,3877,2083,2831,4010,2370,880,4859,1774,3159,3140,2434,4463,1769,2673,3411,2899,672,4642,4229,2600,3933,2552,1306,1791,2168,2267,2666,4369,25,3951,3457,900,4849,394,3911,2378,3414,1267,4519,2491,4,81
9/19/2024,7,2024,1E+11,237,22,4317,3,3,1,692,3751,1715,2793,4566,2994,2722,3987,1736,3877,1629,195,1646,3164,417,3442,40,1907,642,3992,3852,3799,2022,2159,3484,2489,2096,1159,264,4601,102,3896,4116,630,3738,2550,1342,749,1720,2856,1672,1169,4650,567,2137,3944,3671,2014,2616,3310,4435,971,349,3285,4819,4834,2953,19,131
7/28/2024,5,2024,1E+11,247,24,4475,19,4,13,863,4750,1949,909,2055,4753,3197,3059,4413,987,4414,4426,2640,4281,4491,2646,4150,600,1517,227,3250,1599,3734,15,56,1335,634,4282,4082,2192,1319,4763,287,4426,1208,1344,3719,2530,329,3245,4755,1928,1713,365,4258,1865,2370,2321,1958,269,2531,3989,254,222,4349,1238,4664,14,178
1/30/2024,9,2024,1E+11,853,43,4064,19,2,2,3459,347,988,1269,105,1699,904,3451,1210,1761,1716,2248,2737,2887,1789,4325,3621,3945,3289,154,4657,194,3382,2903,1153,2239,2940,86,1500,1373,4115,1612,556,1069,2448,2511,4581,4014,1106,2876,1193,2417,4592,2378,865,3548,1601,3814,1856,4392,600,205,3889,2478,2458,2882,2709,10,146
7/4/2024,2,2024,1E+11,393,34,165,19,1,9,3484,323,3996,2477,1698,187,1332,3910,3020,820,4888,205,2439,2721,3588,4443,3019,631,3733,4179,1463,3811,2401,2681,28,3917,155,4304,4861,2313,4198,2427,550,3429,1263,4123,1376,38,3592,3613,3424,390,2319,1711,1458,2822,4088,4547,2481,37,1593,1588,312,595,1103,2325,1423,12,189
3/10/2024,2,2024,1E+11,182,2,2544,10,4,4,4282,451,2581,2495,4470,1801,3017,478,4498,4317,2760,625,3459,4034,2658,4462,2826,2205,1321,1461,4514,3003,1966,4999,4705,4301,4311,3984,946,1767,4087,2392,1097,2795,4348,794,4558,483,400,3668,311,2170,161,1696,4913,939,605,2590,4242,3212,3247,3374,2540,2631,1360,1537,856,14,52
7/29/2024,4,2024,1E+11,905,6,1966,11,2,2,2209,504,2216,3183,3779,3156,455,3420,507,3816,1686,3263,2835,4398,3618,3905,705,2092,2696,3182,4182,2820,3024,88,1630,1958,163,2274,3353,1884,1370,2888,3107,3001,4243,3377,4169,182,4937,3892,2658,3873,3068,2999,2849,2035,1669,4992,3287,2821,3914,4649,4171,3470,1458,2035,3733,11,175
3/14/2024,1,2024,1E+11,696,8,1990,6,4,11,2619,1875,3635,25,1564,2594,3336,2194,2023,577,483,1562,4805,976,2168,2169,4839,2398,2116,4656,2945,4932,4497,970,1457,2916,3302,3114,3899,3069,4494,4031,674,909,653,177,2990,2086,4938,3399,2258,3111,762,4971,1168,2763,611,3430,3162,3382,1561,4280,38,2831,197,1599,3700,10,41
3/2/2024,5,2024,1E+11,72,31,4323,9,4,13,2408,4277,1685,22,3681,974,3047,4471,4158,3486,3849,3157,1942,1506,4457,4832,2466,4321,3071,2047,649,2725,4548,3992,448,3469,818,3835,714,4061,2840,636,1290,348,2115,4728,787,2187,3970,1224,3752,2088,3884,1340,1634,4035,3336,4906,2783,1716,856,2654,4437,4302,2446,996,1433,11,30
4/8/2024,12,2024,1E+11,427,21,3939,19,4,8,3214,3266,291,4188,2044,1285,4908,4566,1747,726,4403,4887,2974,3144,2136,567,4571,1474,956,1053,2634,2815,4286,1491,1159,2281,2211,4012,3626,1912,3391,2593,3416,2154,3573,4259,218,1542,1381,4229,3654,4034,1357,2651,1541,3235,1705,88,3311,1060,901,2287,497,3696,3793,371,3455,19,151
10/11/2024,6,2024,1E+11,434,6,2361,9,3,3,2109,4754,4174,4851,3720,4478,784,2197,2323,4428,811,2189,2863,4051,3953,163,4144,2996,2047,3754,4996,985,1145,602,4988,3556,1856,3562,198,4801,4379,702,2132,2866,287,4508,3101,4130,2151,2430,2598,3398,4320,4667,2508,751,4162,4843,4645,4382,2102,967,1944,2439,2853,1735,4133,10,115
10/13/2024,11,2024,1E+11,200,3,1219,14,4,6,2865,247,2863,437,2369,4365,2897,3157,2216,943,2950,2287,603,2885,2194,4077,3443,2017,4121,1145,1916,772,4921,681,4275,749,61,3757,3641,2687,1401,3068,1013,310,4606,1421,3688,2447,4877,4165,1865,2206,2580,514,4851,1658,4572,546,2303,4340,4459,4837,2724,3176,3663,3211,956,9,170
12/20/2024,7,2024,1E+11,202,40,3571,7,1,9,4493,3031,3157,3008,1111,4698,4159,3466,1032,4675,2272,223,4446,2894,3635,1907,3890,2194,1619,2421,2127,1656,1756,2639,2523,1882,2139,3526,3958,3355,3839,1556,1977,756,2350,3912,4312,2638,3432,4534,2073,380,1928,2510,973,2802,2387,4612,1202,2482,3335,748,2269,2133,2084,1317,3029,3,139
5/9/2024,7,2024,1E+11,61,6,170,15,1,12,4423,3026,2392,3153,569,2799,999,3798,2760,1632,443,1058,700,2243,713,3511,581,3634,2069,4142,885,311,710,3226,3946,4627,3028,1335,1195,2530,2140,2858,2937,2026,1584,3345,3966,3895,3819,4897,4680,4878,4828,1436,947,1886,3518,4516,1137,1395,928,4731,3645,3343,1299,2776,1779,10,131
1/21/2024,10,2024,1E+11,984,35,193,10,3,4,530,2709,331,445,3796,2934,914,4303,3047,1278,3968,1981,1557,3277,3419,4417,2081,2036,1771,3374,3329,4892,3258,4722,62,860,3103,3385,3797,2283,1913,2114,4204,2496,3724,916,3225,1580,2292,4083,1855,1347,697,1797,3263,783,1610,3807,3315,2998,3895,3007,3028,3117,4108,3494,2659,18,134
9/29/2024,3,2024,1E+11,163,45,2635,6,4,14,618,108,1406,1241,344,2264,403,3423,4771,1977,3477,699,134,4774,1556,568,4913,4721,40,2786,314,14,4835,2961,3562,2821,1859,4969,4220,2903,943,3492,2484,256,4362,1578,1935,4596,1734,1998,1249,4793,3133,2562,3618,3060,3549,1271,1618,4300,1574,4968,2959,1098,2618,1766,4161,4,70
7/26/2024,10,2024,1E+11,196,2,3265,4,4,8,696,2840,548,4688,2099,3765,1450,3425,4373,4625,251,1095,1084,837,3250,2926,989,3464,971,2953,3832,4917,2326,1136,1867,2947,542,1487,4330,1796,1911,2464,137,3926,4941,2513,2908,3640,4637,19,2503,219,2838,4833,725,1874,677,3198,3888,4740,3107,1703,121,946,1265,922,2327,16,190
4/26/2024,11,2024,1E+11,404,43,4928,3,4,14,4118,1945,2174,2004,2171,2149,3700,2856,4426,1139,2319,3350,1239,938,1347,1250,3784,4621,1641,259,777,682,2292,1632,148,2101,2374,2538,1769,2410,2533,1270,3431,3962,3347,1588,4950,81,4608,2456,746,1135,727,4961,1213,4119,625,4775,1362,471,262,2806,4819,4081,507,1964,1267,8,73
12/15/2024,1,2024,1E+11,278,44,2763,10,2,7,3843,334,1814,3895,4411,3805,3355,49,2402,49,2978,3519,2175,4453,600,872,3765,337,4241,2404,746,3601,1568,1594,1135,2533,1814,579,2362,494,3025,3932,409,4697,3903,2104,573,3198,2457,4650,3545,2074,1873,3674,4086,943,1519,4555,1021,4572,2590,429,1331,815,2575,2685,276,5,80
2/14/2024,12,2024,1E+11,19,23,3263,8,4,13,945,789,1536,4426,2423,3565,4827,1985,1904,2619,2501,3460,100,1191,3065,3655,3154,1766,1093,2950,4433,2098,4093,4897,3140,4800,1934,244,339,3766,1211,1235,1036,2998,876,3175,3089,4543,4608,4855,1836,936,306,1885,2667,3548,1582,3341,3375,3090,1447,2316,3504,217,2314,3175,2680,7,47
9/27/2024,7,2024,1E+11,506,22,681,5,2,9,2594,1192,3495,1221,1571,3094,420,2658,4229,612,1220,2501,2323,3840,4091,4842,2921,4007,4411,4685,4243,4190,3470,4252,1917,4483,4736,3391,4891,4105,2410,1976,4899,3614,4614,2030,999,2308,2883,513,2443,1260,4213,4475,3934,3790,2674,4511,126,3147,1536,4286,4526,3317,2700,4230,202,6,88
12/28/2024,6,2024,1E+11,712,25,1238,2,3,4,4991,2726,3428,1329,4791,306,3205,652,2068,2067,2170,2202,1893,1031,838,2288,2527,361,1196,1468,4123,3822,3899,1259,4800,1081,2751,849,3731,1532,3503,4678,4589,2016,4271,897,1118,2965,2337,2429,1020,4073,1786,4549,3192,2001,4330,772,2094,3633,652,210,4559,4012,1630,2631,487,19,44
10/5/2024,7,2024,1E+11,220,21,316,15,3,4,2914,2108,975,3928,1508,684,1665,1376,642,3072,4934,1268,749,265,3360,1704,759,2923,604,4752,4055,1722,1758,3410,541,1478,337,830,1421,4547,2711,3821,1523,2484,45,4737,2111,1217,4393,4083,893,880,2539,2783,3877,4814,1125,4031,2686,4641,4003,594,4703,1901,2503,23,361,5,78
1/26/2024,2,2024,1E+11,131,12,1203,15,1,5,4533,1240,175,685,3317,3414,4148,4905,1875,4619,3401,274,2112,1903,3866,2843,3032,4101,1295,2930,2690,2941,4106,192,4803,1952,206,4258,2962,2741,3987,4541,3152,2576,647,431,881,1021,4610,2631,3990,1486,4302,701,4910,3876,887,240,1949,3803,351,3976,2035,4689,890,4444,439,2,169
